forward, 0.000000, 1.500000, -1.000000, -0.540000, 0.000000, 0.000000, 
startFlat, 0.000000, 0.000000, -0.005000, -0.074000, 0.000000, 0.000000, 
show_left, -1.000000, 0.900000, -1.000000, -0.300000, 0.000000, 0.000000, 
show_mid, 0.000000, 0.900000, -1.200000, 0.250000, 0.000000, 0.000000, 
show_right, 1.000000, 0.900000, -1.000000, -0.300000, 0.000000, 0.000000, 
test, 0.000000, 0.000000, -0.005000, -0.074000, 0.000000, 0.000000, 
